Journal Title,Publisher,ISSN,ISSN Online,Year Inception,Web Address,Field of Research,ABDC Rating 
International Affairs,"John Wiley & Sons, Inc.",0020-5850	,1468-2346	,1922	,http://www.wiley.com/bw/journal.asp?ref=0020-5850,1599	,A 
International and Comparative Corporate Law Journal,Kluwer Law International,1388-7084	,1875-8290	,1999	,http://www.cmppublishing.com/,180105	,A 
International and Comparative Law Quarterly,Cambridge University Press,0020-5893	,1471-6895	,1952	,http://journals.cambridge.org/,180105	,A 
International Business Lawyer,Section on Business Law of the International Bar Association,0309-7676	,	,1973	,http://www.heinonline.org/,180105	,C 
International Business Review,Elsevier,0969-5931	,1873-6149	,1992	,http://www.journals.elsevier.com/international-business-review/,1503	,A 
International Company and Commercial Law Review,Sweet & Maxwell ,0958-5214	,	,1990	,http://www.sweetandmaxwell.co.uk/,180105	,B 
International Development Planning Review,Liverpool University Press,1474-6743	,1478-3401	,1979	,http://online.liverpooluniversitypress.co.uk/loi/idpr,1402	,B 
International Economic Journal,Taylor & Francis Online,1016-8737	,1743-517X	,1987	,http://www.tandfonline.com/riej,1402	,C 
International Economic Review,"John Wiley & Sons, Inc.",0020-6598	,1468-2354	,1960	,"http://au.wiley.com/WileyCDA/WileyTitle/productCd-IERE,subjectCd-EC00.html",1402	,A* 
International Economics and Economic Policy,Springer International Publishing,1612-4804	,1612-4812	,2004	,http://www.springerlink.com/,1402	,B 
International Employment Relations Review ,International Employment Relations Association,1324-1125	,1324-1125	,1995	,http://www.ugbs.org/weru/iera/ierreview/default.htm,1503	,C 
International Entrepreneurship and Management Journal,Springer International Publishing,1554-7191	,1555-1938	,	,http://www.springer.com/business+%26+management/entrepreneurship/journal/11365,1503	,C 
"International Environmental Agreements: Politics, Law and Economics",Springer International Publishing,1567-9764	,1573-1553	,2001	,http://link.springer.com/journal/10784,1402	,A 
International Finance,"John Wiley & Sons, Inc.",1367-0271	,1468-2362	,1998	,http://www.wiley.com/,1502	,B 
International Gambling Studies,Taylor & Francis Online,1445-9795	,1479-4276	,2001	,http://www.tandfonline.com/rigs,1504	,B 
International Game Theory Review,World Scientific Publishing ,0219-1989	,1793-6675	,1999	,http://www.worldscinet.com/igtr/igtr.shtml,1401	,B 
International Insolvency Review: journal of the international association of insolvency professionals,"John Wiley & Sons, Inc.",1180-0518	,1099-1107	,1992	,https://authorservices.wiley.com/bauthor/Aims_scope.asp?ref=1180-0518&site=1,180105	,B 
International Insurance Law Review,Sweet & Maxwell ,0968-2090	,	,1993	,http://www.sweetandmaxwell.co.uk/,180105	,A 
International Journal of Accounting and Finance,Inderscience Enterprises Ltd.,1752-8224	,1752-8232	,2008	,http://www.inderscience.com/jhome.php?jcode=ijaf,1501	,C 
International Journal of Accounting and Financial Reporting,"Macrothink Institute, Inc.",	,2162-3082	,	,http://www.inderscience.com/jhome.php?jcode=ijaf,1501	,C 
International Journal of Accounting and Information Management,,1834-7649	,1758-9037	,1992	,http://www.emeraldinsight.com/loi/ijaim,1501	,B 
International Journal of Accounting Information Systems,Elsevier ,1467-0895	,	,2000	,http://www.journals.elsevier.com/international-journal-of-accounting-information-systems,1501	,A 
"International Journal of Accounting, Auditing and Performance Evaluation",Inderscience Enterprises Ltd.,1740-8008	,1740-8016	,2004	,http://www.inderscience.com/jhome.php?jcode=ijaape#board,1501	,C 
International Journal of Actor-Network Theory and Technological Innovation,IGI Global,1942-535X	,1942-5368	,2009	,http://www.igi-global.com/journal/international-journal-actor-network-theory/1116,806	,C 
International Journal of Advertising,"John Wiley & Sons, Inc.",	,0265-0487	,1982	,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)0265-0487,1505	,B 
International Journal of Agile Management Systems,Inderscience Enterprises Ltd.,1741-9174	,1741-9182	,2006	,http://www.inderscience.com/,1503	,C 
"International Journal of Agricultural Resources, Governance and Ecology",Inderscience Enterprises Ltd,1462-4605	,1741-5004	,	,,1599	,C 
International Journal of Applied Economic Sciences,Kavala Institute of Technology,1791-5120	,1791-3373	,2008	,http://www.ijesar.org/,1402	,C 
International Journal of Applied Economics,Southeastern Louisiana University ,1548-0003	,	,2004	,http://www2.selu.edu/orgs/ijae/index.htm,1402	,C 
International Journal of Applied Economics and Econometrics,Transaction Periodicals Consortium,1530-7247	,	,1991	,http://www.periodicals.com/stock_e/i/ttl58007.html,1403	,C 
International Journal of Applied HRM,International Management Journals,1742-2604	,	,2004	,http://www.managementjournals.com/,1503	,C 
International Journal of Applied Management and Technology,Walden University School of Management,1544-4740	,1544-4740	,1973	,http://www.publishing.waldenu.edu/ijamt/,1503	,C 
International Journal of Applied Management Science,Inderscience Enterprises Ltd.,1755-8913	,1755-8921	,2008	,http://www.inderscience.com/,1503	,C 
International Journal of Applied Quality Management,International Management Journals,1742-2647	,	,2004	,http://www.managementjournals.com/,1503	,C 
International Journal of Applied Systemic Studies,Inderscience Enterprises Ltd.,1751-0589	,1751-0597	,2007	,http://www.inderscience.com/,1503	,C 
International Journal of Arts Management,Ecole des Hautes Etudes Commerciales,1480-8986	,1480-8986	,1966	,http://www.proquest.com/,1504	,B 
International Journal of Asian Management,Springer International Publishing,1618-7504	,1618-7512	,2001	,http://www.springerlink.com/,1503	,C 
International Journal of Asian Studies,Cambridge University Press,1479-5914	,1479-5922	,2003	,http://journals.cambridge.org/,1503	,B 
International Journal of Auditing,"John Wiley & Sons, Inc.",1090-6738	,1099-1123	,1997	,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1099-1123,1501	,A 
International Journal of Automation Technology,Fuji Technology Press,1881-7629	,1883-8022	,2007	,http://www.fujipress.jp/IJAT/index.html,1507	,C 
International Journal of Automotive Technology,Springer International Publishing,1229-9138	,1976-3832	,2000	,http://www.springerlink.com/,1507	,B 
International Journal of Bank Marketing,Emerald Group Publishing,0265-2323	,1758-5937	,1982	,http://www.emeraldinsight.com/journal/ijbm,1505	,B 
International Journal of Banking and Finance (discontinued),Bond University ,1675-7227	,	,2003	,http://epublications.bond.edu.au/ijbf/,1502	,C 
"International Journal of Banking, Accounting and Finance",Inderscience Publishers,1755-3830	,1755-3849	,2008	,http://www.inderscience.com/jhome.php?jcode=ijbaaf,1502	,C 
International Journal of Behavioural Accounting and Finance,Inderscience Publishers,1753-1969	,1753-1977	,2008	,http://www.inderscience.com/jhome.php?jcode=ijbaf,1501	,C 
International Journal of Bonds and Currency Derivatives,Inderscience Enterprises Ltd,2050-2281	,2050-229X	,	,http://www.inderscience.com/jhome.php?jcode=ijarge,1502	,C 
International Journal of Business,Premier Publishing ,1083-4346	,1083-4346	,1992	,http://www.craig.csufresno.edu/ijb/,1503	,C 
International Journal of Business and Economics,Feng Chia University,1607-0704	,	,2002	,http://www.ijbe.org/,1402	,B 
International Journal of Business and Emerging Markets,Inderscience Publishers,1753-6219	,1753-6227	,2008	,http://www.inderscience.com/jhome.php?jcode=ijbem,1503	,C 
International Journal of Business and Globalisation,Inderscience Enterprises Ltd.,1753-3627	,1753-3635	,2007	,http://www.inderscience.com/,1503	,C 
International Journal of Business and Information,International Employment Relations Association,1728-8673	,	,2006	,http://www.knowledgetaiwan.org/ijbi/,1501	,C 
International Journal of Business and Management Science,"Society for Alliance, Fidelity & Advancement.",1837-6614	,1985-692X	,2008	,http://www.safaworld.org/ijbms/,1503	,C 
International Journal of Business Environment,Inderscience Publishers,1740-0589	,1740-0597	,2006	,http://www.inderscience.com/jhome.php?jcode=ijbe,1503	,C 
International Journal of Business Excellence,Inderscience Enterprises Ltd.,1756-0047	,1756-0055	,2008	,http://www.inderscience.com/,1503	,C 
International Journal of Business Forecasting and Market Intelligence,Inderscience Enterprises Ltd.,1744-6635	,1744-6643	,2008	,http://www.inderscience.com/,1503	,C 
International Journal of Business Governance and Ethics,Inderscience Enterprises Ltd.,1477-9048	,1741-802X	,2003	,http://www.inderscience.com/ijbge,1503	,C 
International Journal of Business Information Systems,Inderscience Enterprises Ltd.,1746-0972	,1746-0980	,2005	,http://www.inderscience.com/,806	,C 
International Journal of Business Innovation and Research,Inderscience Enterprises Ltd.,1751-0252	,1751-0260	,2006	,http://www.inderscience.com/,1503	,C 
International Journal of Business Intelligence Research (IJBIR),IGI Global ,1947-3591	,	,2011	,http://www.igi-global.com/journal/international-journal-business-intelligence-research/1168,806	,C 
International Journal of Business Law,The University of Pennsylvania,2329-261X	,	,2013	,https://www.law.upenn.edu/journals/jbl/,180105	,C 
International Journal of Business Performance Management,Inderscience Enterprises Ltd.,1368-4892	,1741-5039	,1998	,http://www.inderscience.com/,1503	,C 
International Journal of Business Process Integration and Management,Inderscience Enterprises Ltd.,1741-8763	,1741-8771	,2005	,http://www.inderscience.com/,1503	,C 
International Journal of Business Studies (Aust),Edith Cowan University,1320-7156	,1320-7156	,1993	,http://www.business.ecu.edu.au/faculty/rnhd/ijbs/,1503	,C 
International Journal of Cases on Electronic Commerce,IGI Global,1548-0623	,1548-0615	,2005	,http://www.igi-pub.com/,806	,C 
International Journal of Central Banking,Bank of Canada,1815-4654	,	,2005	,http://www.ijcb.org/,1502	,C 
International Journal of Chinese Culture and Management,Inderscience Enterprises Ltd.,1752-1270	,1752-1289	,2007	,http://www.inderscience.com/,1503	,C 
International Journal of Computational Economics and Econometrics,Inderscience Enterprises Ltd. ,1757-1170	,1757-1189	,2009	,www.inderscience.com/jhome.php?jcode=IJCEE,1403	,C 
International Journal of Computer Integrated Manufacturing,Taylor & Francis Online,0951-192X	,1362-3052	,1988	,http://www.tandfonline.com/tcim,1503	,B 
International Journal of Conflict Management,Emerald Group Publishing,1044-4068	,1758-8545	,1990	,http://www.emeraldinsight.com/journal/ijcma,1503	,A 
International Journal of Consumer Studies,"John Wiley & Sons, Inc.",1470-6423	,1470-6431	,1977	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-IJCS.html,1505	,A 
International Journal of Contemporary Hospitality Management,Emerald Group Publishing,0959-6119	,1757-1049	,1988	,http://www.emeraldinsight.com/journal/ijchm,1504	,A 
International Journal of Cooperative Information Systems,World Scientific Publishing ,0218-8430	,1793-6365	,1992	,http://www.worldscientific.com/worldscinet/ijcis,806	,A 
International Journal of Corporate Governance,Inderscience Enterprises Ltd.,1754-3037	,1754-3045	,2008	,http://www.inderscience.com/,180105	,B 
International Journal of Critical Accounting,Inderscience Enterprises Ltd.,1757-9848	,1757-9856	,2009	,http://www.inderscience.com/jhome.php?jcode=ijca,1501	,C 
International Journal of Cross Cultural Management,Sage Publications,1470-5958	,1741-2838	,2001	,http://ccm.sagepub.com/,1503	,B 
International Journal of Cultural Policy,Taylor & Francis Online,1028-6632	,1477-2833	,	,http://www.tandfonline.com/gcul,1504	,A 
"International Journal of Culture, Tourism and Hospitality Research",Emerald Group Publishing,1750-6182	,1750-6190	,2007	,http://www.emeraldinsight.com/journal/ijcthr,1506	,B 
International Journal of Data Warehousing and Mining,IGI Global,1548-3924	,1548-3932	,2005	,http://www.igi-pub.com/,806	,C 
International Journal of Development and Conflict ,"Gokhale Institute of Politics and Economics, Pune, India (GIPE)",2010-2704	,	,2011	,http://www.ijdc.org.in/,1402	,B 
International Journal of Development Issues,Emerald Group Publishing,1446-8956	,	,2002	,http://www.emeraldinsight.com/,1402	,C 
International Journal of Disclosure and Governance,Springer International Publishing,1741-3591	,1746-6539	,2003	,http://www.springer.com/business+%26+management/journal/41310,180105	,C 
International Journal of e-Business Management,RMIT Publishing,1835-5412	,1835-5412	,2007	,http://search.informit.com.au/browseJournalTitle;issn=1835-5412;res=IELBUS,1503	,C 
International Journal of Ecological Economics and Statistics,CESER Publications,0973-1385	,0973-7537	,2003	,http://www.ceser.in/ceserp/index.php/ijees,1402	,C 
International Journal of Economic Perspectives,International Economic Society ,	,1307-1637	,2007	,http://www.econ-society.org/ijep_home.php,1402	,C 
International Journal of Economic Policy and Emerging Economies,Inderscience Enterprises Ltd.,1752-0452	,1752-0460	,2007	,http://www.inderscience.com/,1402	,C 
International Journal of Economic Practices and Theories,Open Journal Systems,	,2247â€“7225	,2011	,http://www.ijept.org/index.php/ijept,1402	,C 
International Journal of Economic Research,Serials Publications,0972-9380	,	,2004	,http://www.serialsjournals.com/journal-detail.php?journals_id=41,1402	,C 
International Journal of Economic Theory,"John Wiley & Sons, Inc.",1742-7355	,1742-7363	,2005	,https://authorservices.wiley.com/bauthor/Aims_scope.asp?ref=1742-7355&site=1,1401	,B 
International Journal of Economics and Accounting,Inderscience Enterprises Ltd,2041-868X	,2041-8698	,	,http://www.inderscience.com/jhome.php?jcode=ijea,1501	,C 
International Journal of Economics and Business Research,Inderscience Enterprises Ltd.,1756-9850	,1756-9869	,2009	,http://www.inderscience.com/jhome.php?jcode=ijebr,1402	,C 
International Journal of Economics and Financial Issues,Econ Journals ,2146-4138	,	,2011	,http://www.econjournals.com/index.php/ijefi,1499	,C 
International Journal of Education and Development using Information and Communication Technology,University of the West Indies,	,1814-0556	,	,http://ijedict.dec.uwi.edu/,806	,C 
International Journal of Educational Management,Emerald Group Publishing,0951-354X	,1758-6518	,1987	,http://www.emeraldinsight.com/journal/ijem,1503	,B 
International Journal of Electronic Banking,Inderscience Enterprises Ltd.,1753-5239	,1753-5247	,2008	,http://www.inderscience.com/,1502	,C 
International Journal of Electronic Business,Inderscience Enterprises Ltd.,1470-6067	,1741-5063	,2002	,http://www.inderscience.com/,1503	,C 
International Journal of Electronic Commerce,Taylor & Francis Online,1086-4415	,1557-9301	,1996	,http://www.tandfonline.com/toc/mjec20/current#.V33g0KKMz3U,806	,A 
International Journal of Electronic Customer Relationship Management,Inderscience Enterprises Ltd.,1750-0664	,1750-0672	,2007	,http://www.inderscience.com/,1505	,C 
International Journal of Electronic Finance,Inderscience Enterprises Ltd.,1746-0069	,1746-0077	,2006	,http://www.inderscience.com/,1502	,C 
International Journal of Electronic Government Research,IGI Global,1548-3886	,1548-3894	,2005	,http://www.igi-global.com/journal/international-journal-electronic-government-research/1091,806	,C 
International Journal of Electronic Marketing and Retailing,Inderscience Enterprises Ltd.,1741-1025	,1741-1033	,2006	,http://www.inderscience.com/,1505	,C 
International Journal of Emergency Management,Inderscience Enterprises Ltd.,1471-4825	,1741-5071	,2001	,http://www.inderscience.com/,1503	,C 
International Journal of Emergency Services,Emerald Group Publishing Ltd,2047-0894	,	,2012	,www.emeraldgrouppublishing.com/ijes.htm,1503	,C 
International Journal of Emerging Markets,Emerald Group Publishing,1746-8809	,1746-8817	,2006	,http://www.emeraldinsight.com/journal/ijoem,1505	,C 
International Journal of Emerging Technologies and Society (formerly Australian Journal of Emerging Technologies and Society) (discontinued),Swinburne University,1835-8780	,	,2003	,http://www.swinburne.edu.au/hosting/ijets,806	,C 
International Journal of Employment Studies,International Employment Relations Association,1039-6993	,	,1993	,http://iera.net.au/ijes_14.html,1503	,C 
International Journal of Energy Economics and Policy,Econ Journals ,2146-4553	,	,2011	,http://www.econjournals.com/index.php/ijeep,1499	,C 
